store,type,department,date,weekly_sales,is_holiday,temperature_c,fuel_price_usd_per_l,unemployment
1,C,8,07/05/2018,35393.78,FALSE,22.52777778,0.748928121,7.808
1,A,8,04/06/2018,35181.47,FALSE,27.05,0.714585738,7.808
1,A,8,02/07/2018,35580.01,FALSE,27.17222222,0.70507554,7.787
1,A,8,06/08/2018,34833.35,FALSE,30.64444444,0.693980309,7.787
1,A,8,03/09/2018,35562.68,FALSE,27.33888889,0.6807717,7.787
1,A,8,01/10/2018,34658.25,FALSE,22.16111111,0.687640176,7.838
1,A,8,05/11/2018,36182.58,FALSE,14.85555556,0.710358984,7.838
1,A,8,03/12/2018,36222.74,FALSE,9.594444444,0.715378255,7.838
1,A,8,07/01/2019,36599.46,FALSE,9.038888889,0.786176398,7.742
1,A,9,05/02/2018,16930.99,FALSE,5.727777778,0.679450839,8.106
1,A,9,05/03/2018,24064.7,FALSE,8.055555556,0.693451964,8.106
1,A,9,02/04/2018,25435.02,FALSE,16.81666667,0.718284149,7.808
1,A,9,07/05/2018,27588.34,FALSE,22.52777778,0.748928121,7.808
1,A,9,04/06/2018,36317.39,FALSE,27.05,0.714585738,7.808
1,A,9,02/07/2018,21032.55,FALSE,27.17222222,0.70507554,7.787
1,A,9,06/08/2018,19224.82,FALSE,30.64444444,0.693980309,7.787
1,A,9,03/09/2018,39639.39,FALSE,27.33888889,0.6807717,7.787
1,A,9,01/10/2018,44977.91,FALSE,22.16111111,0.687640176,7.838
1,A,9,05/11/2018,48794.36,FALSE,14.85555556,0.710358984,7.838
1,A,9,03/12/2018,21979.41,FALSE,9.594444444,0.715378255,7.838
1,A,9,07/01/2019,16131.88,FALSE,9.038888889,0.786176398,7.742
1,A,10,05/02/2018,30721.5,FALSE,5.727777778,0.679450839,8.106
1,A,10,05/03/2018,33299.27,FALSE,8.055555556,0.693451964,8.106
1,A,10,02/04/2018,31794.04,FALSE,16.81666667,0.718284149,7.808
1,A,10,07/05/2018,32902.69,FALSE,22.52777778,0.748928121,7.808
1,A,10,04/06/2018,34227.73,FALSE,27.05,0.714585738,7.808
1,A,10,02/07/2018,29779.96,FALSE,27.17222222,0.70507554,7.787
1,A,10,06/08/2018,35078.09,FALSE,30.64444444,0.693980309,7.787
1,A,10,03/09/2018,33457.07,FALSE,27.33888889,0.6807717,7.787
1,C,10,01/10/2018,29764.24,FALSE,22.16111111,0.687640176,7.838
1,A,10,05/11/2018,31543.83,FALSE,14.85555556,0.710358984,7.838
1,C,10,03/12/2018,26558.42,FALSE,9.594444444,0.715378255,7.838
1,A,10,07/01/2019,24500.27,FALSE,9.038888889,0.786176398,7.742
1,A,11,05/02/2018,24213.18,FALSE,5.727777778,0.679450839,8.106
1,A,11,05/03/2018,19082.9,FALSE,8.055555556,0.693451964,8.106
1,A,11,02/04/2018,21762.46,FALSE,16.81666667,0.718284149,7.808
1,A,11,07/05/2018,28928.31,FALSE,22.52777778,0.748928121,7.808
1,A,11,04/06/2018,36263.69,FALSE,27.05,0.714585738,7.808
1,A,11,02/07/2018,26880.74,FALSE,27.17222222,0.70507554,7.787
1,A,11,06/08/2018,37289.02,FALSE,30.64444444,0.693980309,7.787
1,A,11,03/09/2018,17303.3,FALSE,27.33888889,0.6807717,7.787
1,A,11,01/10/2018,16227.08,FALSE,22.16111111,0.687640176,7.838
1,A,11,05/11/2018,25063.26,FALSE,14.85555556,0.710358984,7.838
1,A,11,03/12/2018,29564.78,FALSE,9.594444444,0.715378255,7.838
1,A,11,07/01/2019,22496.85,FALSE,9.038888889,0.786176398,7.742
1,A,12,05/02/2018,8449.54,FALSE,5.727777778,0.679450839,8.106
1,A,12,05/03/2018,10239.06,FALSE,8.055555556,0.693451964,8.106
1,A,12,02/04/2018,12033.5,FALSE,16.81666667,0.718284149,7.808
1,A,12,07/05/2018,12761.39,FALSE,22.52777778,0.748928121,7.808
1,A,12,04/06/2018,13358.92,FALSE,27.05,0.714585738,7.808
1,A,12,02/07/2018,10720.79,FALSE,27.17222222,0.70507554,7.787
1,A,12,06/08/2018,12887.52,FALSE,30.64444444,0.693980309,7.787
1,A,12,03/09/2018,11239.43,FALSE,27.33888889,0.6807717,7.787
1,A,12,01/10/2018,9759.85,FALSE,22.16111111,0.687640176,7.838
1,A,12,05/11/2018,9345.99,FALSE,14.85555556,0.710358984,7.838
1,A,12,03/12/2018,7943.22,FALSE,9.594444444,0.715378255,7.838
1,A,12,07/01/2019,8022.82,FALSE,9.038888889,0.786176398,7.742
1,A,13,05/02/2018,41969.29,FALSE,5.727777778,0.679450839,8.106
1,A,13,05/03/2018,40423.95,FALSE,8.055555556,0.693451964,8.106
1,A,13,02/04/2018,38104.53,FALSE,16.81666667,0.718284149,7.808
1,A,13,07/05/2018,40113.4,FALSE,22.52777778,0.748928121,7.808
1,A,13,04/06/2018,41388.81,FALSE,27.05,0.714585738,7.808
1,A,13,02/07/2018,41214.94,FALSE,27.17222222,0.70507554,7.787
1,C,13,06/08/2018,42038.03,FALSE,30.64444444,0.693980309,7.787
1,A,13,03/09/2018,44863.15,FALSE,27.33888889,0.6807717,7.787
1,A,13,01/10/2018,40474.22,FALSE,22.16111111,0.687640176,7.838
1,A,13,05/11/2018,41085.66,FALSE,14.85555556,0.710358984,7.838
1,A,13,03/12/2018,36170.88,FALSE,9.594444444,0.715378255,7.838
1,A,13,07/01/2019,39764.56,FALSE,9.038888889,0.786176398,7.742
1,A,14,05/02/2018,19466.91,FALSE,5.727777778,0.679450839,8.106
1,A,14,05/03/2018,18268.78,FALSE,8.055555556,0.693451964,8.106
1,A,14,02/04/2018,14333.75,FALSE,16.81666667,0.718284149,7.808
1,A,14,07/05/2018,14460.84,FALSE,22.52777778,0.748928121,7.808
1,A,14,04/06/2018,14491.35,FALSE,27.05,0.714585738,7.808
1,A,14,02/07/2018,13494.79,FALSE,27.17222222,0.70507554,7.787
1,A,14,06/08/2018,14404.15,FALSE,30.64444444,0.693980309,7.787
1,A,14,03/09/2018,13995.39,FALSE,27.33888889,0.6807717,7.787
1,A,14,01/10/2018,12943.86,FALSE,22.16111111,0.687640176,7.838
1,A,14,05/11/2018,14092.03,FALSE,14.85555556,0.710358984,7.838
1,A,14,03/12/2018,17685.93,FALSE,9.594444444,0.715378255,7.838
1,A,14,07/01/2019,17744.78,FALSE,9.038888889,0.786176398,7.742
1,C,16,05/02/2018,10217.55,FALSE,5.727777778,0.679450839,8.106
1,A,16,05/03/2018,17129.81,FALSE,8.055555556,0.693451964,8.106
1,A,16,02/04/2018,46060.69,FALSE,16.81666667,0.718284149,7.808
1,A,16,07/05/2018,52933.2,FALSE,22.52777778,0.748928121,7.808
1,A,16,04/06/2018,47485.63,FALSE,27.05,0.714585738,7.808
1,A,16,02/07/2018,32420.4,FALSE,27.17222222,0.70507554,7.787
1,A,16,06/08/2018,24218.72,FALSE,30.64444444,0.693980309,7.787
1,A,16,03/09/2018,22888.26,FALSE,27.33888889,0.6807717,7.787
1,A,16,01/10/2018,16248.15,FALSE,22.16111111,0.687640176,7.838
1,A,16,05/11/2018,6063.75,FALSE,14.85555556,0.710358984,7.838
1,A,16,03/12/2018,4716.26,FALSE,9.594444444,0.715378255,7.838
1,C,16,07/01/2019,5324.47,FALSE,9.038888889,0.786176398,7.742
1,A,17,05/02/2018,13223.76,FALSE,5.727777778,0.679450839,8.106
1,A,17,05/03/2018,12657.65,FALSE,8.055555556,0.693451964,8.106
1,A,17,02/04/2018,9572.23,FALSE,16.81666667,0.718284149,7.808
1,A,17,07/05/2018,9970,FALSE,22.52777778,0.748928121,7.808
1,A,17,04/06/2018,9212.09,FALSE,27.05,0.714585738,7.808
1,A,17,02/07/2018,9242.3,FALSE,27.17222222,0.70507554,7.787
1,A,17,06/08/2018,9851.77,FALSE,30.64444444,0.693980309,7.787
1,A,17,03/09/2018,10118.25,FALSE,27.33888889,0.6807717,7.787
1,A,17,01/10/2018,8648.02,FALSE,22.16111111,0.687640176,7.838
1,A,17,05/11/2018,9250.94,FALSE,14.85555556,0.710358984,7.838
1,A,17,03/12/2018,11045.34,FALSE,9.594444444,0.715378255,7.838
1,A,17,07/01/2019,8582.2,FALSE,9.038888889,0.786176398,7.742
1,A,18,05/02/2018,4729.5,FALSE,5.727777778,0.679450839,8.106
1,A,18,05/03/2018,634.61,FALSE,8.055555556,0.693451964,8.106
1,A,18,02/04/2018,17916.41,FALSE,16.81666667,0.718284149,7.808
1,A,18,14/05/2018,0.5,FALSE,23.76666667,0.753947393,7.808
1,A,18,04/06/2018,4.1,FALSE,27.05,0.714585738,7.808
1,A,18,20/08/2018,1,FALSE,30.36111111,0.703754679,7.787
1,A,18,03/09/2018,132,FALSE,27.33888889,0.6807717,7.787
1,A,18,01/10/2018,3389.42,FALSE,22.16111111,0.687640176,7.838
1,A,18,05/11/2018,12033.61,FALSE,14.85555556,0.710358984,7.838
1,A,18,03/12/2018,53845.12,FALSE,9.594444444,0.715378255,7.838
1,A,18,07/01/2019,5180.76,FALSE,9.038888889,0.786176398,7.742
1,A,18,01/07/2019,0.5,FALSE,29.75,0.930942751,7.962
1,A,19,05/02/2018,1947.05,FALSE,5.727777778,0.679450839,8.106
1,A,19,05/03/2018,1556.65,FALSE,8.055555556,0.693451964,8.106
1,A,19,02/04/2018,1514.32,FALSE,16.81666667,0.718284149,7.808
1,A,19,07/05/2018,1616.77,FALSE,22.52777778,0.748928121,7.808
1,C,19,04/06/2018,1106.84,FALSE,27.05,0.714585738,7.808
1,A,19,02/07/2018,1537.76,FALSE,27.17222222,0.70507554,7.787
1,A,19,06/08/2018,2169.9,FALSE,30.64444444,0.693980309,7.787
1,A,19,03/09/2018,1460.74,FALSE,27.33888889,0.6807717,7.787
1,A,19,01/10/2018,1583.2,FALSE,22.16111111,0.687640176,7.838
1,A,19,05/11/2018,1344.66,FALSE,14.85555556,0.710358984,7.838
1,A,19,03/12/2018,1616.77,FALSE,9.594444444,0.715378255,7.838
1,A,19,07/01/2019,955.71,FALSE,9.038888889,0.786176398,7.742
1,A,20,05/02/2018,5034.1,FALSE,5.727777778,0.679450839,8.106
1,A,20,05/03/2018,4215.67,FALSE,8.055555556,0.693451964,8.106
1,A,20,02/04/2018,3468.69,FALSE,16.81666667,0.718284149,7.808
1,A,20,07/05/2018,4249.64,FALSE,22.52777778,0.748928121,7.808
1,A,20,04/06/2018,7150.79,FALSE,27.05,0.714585738,7.808
1,A,20,02/07/2018,5958.02,FALSE,27.17222222,0.70507554,7.787
1,A,20,06/08/2018,4764.92,FALSE,30.64444444,0.693980309,7.787
1,A,20,03/09/2018,3985.35,FALSE,27.33888889,0.6807717,7.787
1,A,20,01/10/2018,3859.87,FALSE,22.16111111,0.687640176,7.838
1,A,20,05/11/2018,2961.74,FALSE,14.85555556,0.710358984,7.838
1,A,20,03/12/2018,2656.78,FALSE,9.594444444,0.715378255,7.838
1,A,20,07/01/2019,3218.91,FALSE,9.038888889,0.786176398,7.742
1,A,21,05/02/2018,8907.63,FALSE,5.727777778,0.679450839,8.106
1,A,21,05/03/2018,8275.44,FALSE,8.055555556,0.693451964,8.106
1,A,21,02/04/2018,8432.73,FALSE,16.81666667,0.718284149,7.808
1,A,21,07/05/2018,8356.06,FALSE,22.52777778,0.748928121,7.808
1,A,21,04/06/2018,8326.97,FALSE,27.05,0.714585738,7.808
1,A,21,02/07/2018,8662.48,FALSE,27.17222222,0.70507554,7.787
1,A,21,06/08/2018,7573.36,FALSE,30.64444444,0.693980309,7.787
1,A,21,03/09/2018,8664.27,FALSE,27.33888889,0.6807717,7.787
1,A,21,01/10/2018,7880.07,FALSE,22.16111111,0.687640176,7.838
1,A,21,05/11/2018,7608.28,FALSE,14.85555556,0.710358984,7.838
1,C,21,03/12/2018,8844.39,FALSE,9.594444444,0.715378255,7.838
1,A,21,07/01/2019,7716.16,FALSE,9.038888889,0.786176398,7.742
1,A,22,05/02/2018,13623.98,FALSE,5.727777778,0.679450839,8.106
1,A,22,05/03/2018,8219.49,FALSE,8.055555556,0.693451964,8.106
1,A,22,02/04/2018,7589.35,FALSE,16.81666667,0.718284149,7.808
1,A,22,07/05/2018,7175.17,FALSE,22.52777778,0.748928121,7.808
1,A,22,04/06/2018,7708.71,FALSE,27.05,0.714585738,7.808
1,A,22,02/07/2018,6785.55,FALSE,27.17222222,0.70507554,7.787
1,A,22,06/08/2018,7703.29,FALSE,30.64444444,0.693980309,7.787
1,A,22,03/09/2018,7244.16,FALSE,27.33888889,0.6807717,7.787
1,A,22,01/10/2018,8353.58,FALSE,22.16111111,0.687640176,7.838
1,A,22,05/11/2018,8085.19,FALSE,14.85555556,0.710358984,7.838
1,A,22,03/12/2018,9384.42,FALSE,9.594444444,0.715378255,7.838
1,A,22,07/01/2019,7742.97,FALSE,9.038888889,0.786176398,7.742
1,A,23,05/02/2018,24146.49,FALSE,5.727777778,0.679450839,8.106
1,A,23,05/03/2018,18993.69,FALSE,8.055555556,0.693451964,8.106
1,A,23,02/04/2018,18666.57,FALSE,16.81666667,0.718284149,7.808
1,A,23,07/05/2018,22172.27,FALSE,22.52777778,0.748928121,7.808
1,A,23,04/06/2018,28857.18,FALSE,27.05,0.714585738,7.808
1,A,23,02/07/2018,23137.32,FALSE,27.17222222,0.70507554,7.787
1,A,23,06/08/2018,22200.83,FALSE,30.64444444,0.693980309,7.787
1,A,23,03/09/2018,19045.76,FALSE,27.33888889,0.6807717,7.787
1,A,23,01/10/2018,18377.92,FALSE,22.16111111,0.687640176,7.838
1,A,23,05/11/2018,26416.48,FALSE,14.85555556,0.710358984,7.838
1,A,23,03/12/2018,24834.59,FALSE,9.594444444,0.715378255,7.838
1,A,23,07/01/2019,16955.3,FALSE,9.038888889,0.786176398,7.742
1,A,24,05/02/2018,8272.9,FALSE,5.727777778,0.679450839,8.106
1,A,24,05/03/2018,6885.9,FALSE,8.055555556,0.693451964,8.106
1,A,24,02/04/2018,7219.38,FALSE,16.81666667,0.718284149,7.808
1,A,24,07/05/2018,5675.4,FALSE,22.52777778,0.748928121,7.808
1,C,24,04/06/2018,6024.48,FALSE,27.05,0.714585738,7.808
1,A,24,02/07/2018,4608.04,FALSE,27.17222222,0.70507554,7.787
1,A,24,06/08/2018,10293.02,FALSE,30.64444444,0.693980309,7.787
1,A,24,03/09/2018,4759.52,FALSE,27.33888889,0.6807717,7.787
1,A,24,01/10/2018,5430.09,FALSE,22.16111111,0.687640176,7.838
1,A,24,05/11/2018,7834.13,FALSE,14.85555556,0.710358984,7.838
1,A,24,03/12/2018,8971.35,FALSE,9.594444444,0.715378255,7.838
1,A,24,07/01/2019,4858.97,FALSE,9.038888889,0.786176398,7.742
1,A,25,05/02/2018,11609.5,FALSE,5.727777778,0.679450839,8.106
1,A,25,05/03/2018,10345.5,FALSE,8.055555556,0.693451964,8.106
1,A,25,02/04/2018,14964.5,FALSE,16.81666667,0.718284149,7.808
1,A,25,07/05/2018,11446.25,FALSE,22.52777778,0.748928121,7.808
1,A,25,04/06/2018,13504.5,FALSE,27.05,0.714585738,7.808
1,A,25,02/07/2018,10504.25,FALSE,27.17222222,0.70507554,7.787
1,A,25,06/08/2018,8737.4,FALSE,30.64444444,0.693980309,7.787
1,A,25,03/09/2018,9170.32,FALSE,27.33888889,0.6807717,7.787
1,A,25,01/10/2018,8643.04,FALSE,22.16111111,0.687640176,7.838
1,A,25,05/11/2018,10713.05,FALSE,14.85555556,0.710358984,7.838
1,A,25,03/12/2018,10536.65,FALSE,9.594444444,0.715378255,7.838
1,A,25,07/01/2019,6747.11,FALSE,9.038888889,0.786176398,7.742
1,A,26,05/02/2018,11737.12,FALSE,5.727777778,0.679450839,8.106
1,A,26,05/03/2018,8772.65,FALSE,8.055555556,0.693451964,8.106
1,A,26,02/04/2018,9137.94,FALSE,16.81666667,0.718284149,7.808
1,A,26,07/05/2018,7994.2,FALSE,22.52777778,0.748928121,7.808
1,A,26,04/06/2018,7184.92,FALSE,27.05,0.714585738,7.808
1,A,26,02/07/2018,5552.42,FALSE,27.17222222,0.70507554,7.787
1,A,26,06/08/2018,6151.1,FALSE,30.64444444,0.693980309,7.787
1,A,26,03/09/2018,6357.16,FALSE,27.33888889,0.6807717,7.787
1,A,26,01/10/2018,8255.99,FALSE,22.16111111,0.687640176,7.838
1,A,26,05/11/2018,9601.7,FALSE,14.85555556,0.710358984,7.838
1,A,26,03/12/2018,8572.96,FALSE,9.594444444,0.715378255,7.838
1,A,26,07/01/2019,4010.16,FALSE,9.038888889,0.786176398,7.742
1,C,27,05/02/2018,2293,FALSE,5.727777778,0.679450839,8.106
1,A,27,05/03/2018,1467.5,FALSE,8.055555556,0.693451964,8.106
1,A,27,02/04/2018,934.5,FALSE,16.81666667,0.718284149,7.808
1,A,27,07/05/2018,966.75,FALSE,22.52777778,0.748928121,7.808
1,A,27,04/06/2018,827.52,FALSE,27.05,0.714585738,7.808
1,A,27,02/07/2018,849.69,FALSE,27.17222222,0.70507554,7.787
1,A,27,06/08/2018,1317.52,FALSE,30.64444444,0.693980309,7.787
1,A,27,03/09/2018,867.29,FALSE,27.33888889,0.6807717,7.787
1,A,27,01/10/2018,1042.3,FALSE,22.16111111,0.687640176,7.838
1,A,27,05/11/2018,1654.8,FALSE,14.85555556,0.710358984,7.838
1,A,27,03/12/2018,2385.59,FALSE,9.594444444,0.715378255,7.838
1,A,27,07/01/2019,1562.57,FALSE,9.038888889,0.786176398,7.742
1,A,28,05/02/2018,1085.29,FALSE,5.727777778,0.679450839,8.106
1,A,28,05/03/2018,1002.2,FALSE,8.055555556,0.693451964,8.106
1,A,28,02/04/2018,995.36,FALSE,16.81666667,0.718284149,7.808
1,A,28,07/05/2018,773.22,FALSE,22.52777778,0.748928121,7.808
1,A,28,04/06/2018,483.93,FALSE,27.05,0.714585738,7.808
1,A,28,02/07/2018,446.76,FALSE,27.17222222,0.70507554,7.787
1,A,28,06/08/2018,532.59,FALSE,30.64444444,0.693980309,7.787
1,A,28,03/09/2018,406.39,FALSE,27.33888889,0.6807717,7.787
1,A,28,01/10/2018,741.36,FALSE,22.16111111,0.687640176,7.838
1,A,28,05/11/2018,857.28,FALSE,14.85555556,0.710358984,7.838
1,A,28,03/12/2018,731.31,FALSE,9.594444444,0.715378255,7.838
1,A,28,07/01/2019,656.29,FALSE,9.038888889,0.786176398,7.742
1,A,29,05/02/2018,7024.95,FALSE,5.727777778,0.679450839,8.106
1,A,29,05/03/2018,5306.7,FALSE,8.055555556,0.693451964,8.106
1,A,29,02/04/2018,4143.54,FALSE,16.81666667,0.718284149,7.808
1,A,29,07/05/2018,5277.46,FALSE,22.52777778,0.748928121,7.808
1,A,29,04/06/2018,4062.22,FALSE,27.05,0.714585738,7.808
1,A,29,02/07/2018,5222.08,FALSE,27.17222222,0.70507554,7.787
1,A,29,06/08/2018,5511.97,FALSE,30.64444444,0.693980309,7.787
1,A,29,03/09/2018,4892.98,FALSE,27.33888889,0.6807717,7.787
1,A,29,01/10/2018,3425.58,FALSE,22.16111111,0.687640176,7.838
1,A,29,05/11/2018,5087.02,FALSE,14.85555556,0.710358984,7.838
1,A,29,03/12/2018,5539.2,FALSE,9.594444444,0.715378255,7.838
1,A,29,07/01/2019,4993.4,FALSE,9.038888889,0.786176398,7.742
1,A,30,05/02/2018,5491,FALSE,5.727777778,0.679450839,8.106
1,A,30,05/03/2018,4360.5,FALSE,8.055555556,0.693451964,8.106
1,A,30,02/04/2018,4278.26,FALSE,16.81666667,0.718284149,7.808
1,C,30,07/05/2018,5308.69,FALSE,22.52777778,0.748928121,7.808
1,A,30,04/06/2018,4230.56,FALSE,27.05,0.714585738,7.808
1,A,30,02/07/2018,4124.82,FALSE,27.17222222,0.70507554,7.787
1,A,30,06/08/2018,4505.88,FALSE,30.64444444,0.693980309,7.787
1,A,30,03/09/2018,3485.88,FALSE,27.33888889,0.6807717,7.787
1,A,30,01/10/2018,3257.42,FALSE,22.16111111,0.687640176,7.838
1,A,30,05/11/2018,2915,FALSE,14.85555556,0.710358984,7.838
1,A,30,03/12/2018,2830.96,FALSE,9.594444444,0.715378255,7.838
1,A,30,07/01/2019,2785.92,FALSE,9.038888889,0.786176398,7.742
1,A,31,05/02/2018,3455.92,FALSE,5.727777778,0.679450839,8.106
1,A,31,05/03/2018,2595.8,FALSE,8.055555556,0.693451964,8.106
1,A,31,02/04/2018,1601,FALSE,16.81666667,0.718284149,7.808
1,A,31,07/05/2018,2117.3,FALSE,22.52777778,0.748928121,7.808
1,A,31,04/06/2018,1864.96,FALSE,27.05,0.714585738,7.808
1,A,31,02/07/2018,1581.34,FALSE,27.17222222,0.70507554,7.787
1,A,31,06/08/2018,3989.01,FALSE,30.64444444,0.693980309,7.787
1,A,31,03/09/2018,2805.56,FALSE,27.33888889,0.6807717,7.787
1,A,31,01/10/2018,1915.08,FALSE,22.16111111,0.687640176,7.838
1,A,31,05/11/2018,2618.32,FALSE,14.85555556,0.710358984,7.838
1,A,31,03/12/2018,3199.9,FALSE,9.594444444,0.715378255,7.838
